,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
137,25247,3,15,1997,2,NL,M,34.0,147.0,Neotoma,albigula,Rodent,Control
138,25701,5,10,1997,2,NL,F,32.0,144.0,Neotoma,albigula,Rodent,Control
139,26028,6,9,1997,2,NL,M,34.0,193.0,Neotoma,albigula,Rodent,Control
140,26644,7,29,1997,2,NL,F,30.0,178.0,Neotoma,albigula,Rodent,Control
141,26827,9,27,1997,2,NL,F,33.0,138.0,Neotoma,albigula,Rodent,Control
142,26857,9,27,1997,2,NL,F,33.0,174.0,Neotoma,albigula,Rodent,Control
143,27042,10,25,1997,2,NL,F,34.0,186.0,Neotoma,albigula,Rodent,Control
144,27326,12,28,1997,2,NL,F,33.0,181.0,Neotoma,albigula,Rodent,Control
674,24939,2,8,1997,2,DM,M,34.0,44.0,Dipodomys,merriami,Rodent,Control
675,24947,2,8,1997,2,DM,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
676,25014,2,8,1997,2,DM,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
677,25164,3,15,1997,2,DM,M,34.0,51.0,Dipodomys,merriami,Rodent,Control
678,25175,3,15,1997,2,DM,M,35.0,52.0,Dipodomys,merriami,Rodent,Control
679,25181,3,15,1997,2,DM,M,35.0,46.0,Dipodomys,merriami,Rodent,Control
680,25183,3,15,1997,2,DM,F,37.0,48.0,Dipodomys,merriami,Rodent,Control
681,25193,3,15,1997,2,DM,M,35.0,48.0,Dipodomys,merriami,Rodent,Control
682,25197,3,15,1997,2,DM,F,37.0,53.0,Dipodomys,merriami,Rodent,Control
683,25211,3,15,1997,2,DM,M,38.0,48.0,Dipodomys,merriami,Rodent,Control
684,25214,3,15,1997,2,DM,M,38.0,53.0,Dipodomys,merriami,Rodent,Control
685,25217,3,15,1997,2,DM,M,35.0,50.0,Dipodomys,merriami,Rodent,Control
686,25422,4,12,1997,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
687,25446,4,12,1997,2,DM,F,35.0,43.0,Dipodomys,merriami,Rodent,Control
688,25720,5,10,1997,2,DM,M,38.0,49.0,Dipodomys,merriami,Rodent,Control
689,25944,6,9,1997,2,DM,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
690,26259,7,9,1997,2,DM,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
691,26567,7,29,1997,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
692,26773,9,27,1997,2,DM,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
693,27005,10,25,1997,2,DM,M,36.0,47.0,Dipodomys,merriami,Rodent,Control
694,27212,11,22,1997,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
695,27240,11,22,1997,2,DM,F,36.0,44.0,Dipodomys,merriami,Rodent,Control
696,27293,12,28,1997,2,DM,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
925,24992,2,8,1997,2,PE,M,20.0,22.0,Peromyscus,eremicus,Rodent,Control
926,25277,3,15,1997,2,PE,M,21.0,24.0,Peromyscus,eremicus,Rodent,Control
927,25280,3,15,1997,2,PE,M,20.0,24.0,Peromyscus,eremicus,Rodent,Control
928,25494,4,12,1997,2,PE,F,20.0,23.0,Peromyscus,eremicus,Rodent,Control
929,26022,6,9,1997,2,PE,M,21.0,24.0,Peromyscus,eremicus,Rodent,Control
930,27214,11,22,1997,2,PE,M,20.0,21.0,Peromyscus,eremicus,Rodent,Control
1062,26304,7,9,1997,2,DS,F,50.0,113.0,Dipodomys,spectabilis,Rodent,Control
1063,26571,7,29,1997,2,DS,F,49.0,118.0,Dipodomys,spectabilis,Rodent,Control
1064,26792,9,27,1997,2,DS,F,49.0,113.0,Dipodomys,spectabilis,Rodent,Control
1065,26980,10,25,1997,2,DS,F,50.0,108.0,Dipodomys,spectabilis,Rodent,Control
1066,27163,11,22,1997,2,DS,F,50.0,103.0,Dipodomys,spectabilis,Rodent,Control
1067,27306,12,28,1997,2,DS,F,51.0,111.0,Dipodomys,spectabilis,Rodent,Control
1150,25430,4,12,1997,2,PP,F,23.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1151,25453,4,12,1997,2,PP,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1152,25474,4,12,1997,2,PP,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1153,25477,4,12,1997,2,PP,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1154,25480,4,12,1997,2,PP,F,21.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1155,25522,4,12,1997,2,PP,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1156,25529,4,12,1997,2,PP,M,23.0,25.0,Chaetodipus,penicillatus,Rodent,Control
1157,25695,5,10,1997,2,PP,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1158,25727,5,10,1997,2,PP,F,21.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1159,25753,5,10,1997,2,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1160,25779,5,10,1997,2,PP,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1161,25977,6,9,1997,2,PP,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1162,25991,6,9,1997,2,PP,F,21.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1163,25994,6,9,1997,2,PP,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1164,26446,7,9,1997,2,PP,,,,Chaetodipus,penicillatus,Rodent,Control
1165,26476,7,9,1997,2,PP,M,23.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1166,26576,7,29,1997,2,PP,F,23.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1167,26586,7,29,1997,2,PP,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1168,26627,7,29,1997,2,PP,M,23.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1169,26789,9,27,1997,2,PP,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1274,26608,7,29,1997,2,SH,F,30.0,80.0,Sigmodon,hispidus,Rodent,Control
1275,26640,7,29,1997,2,SH,F,26.0,43.0,Sigmodon,hispidus,Rodent,Control
1403,24981,2,8,1997,2,OT,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1404,25206,3,15,1997,2,OT,F,21.0,39.0,Onychomys,torridus,Rodent,Control
1405,25233,3,15,1997,2,OT,M,20.0,32.0,Onychomys,torridus,Rodent,Control
1406,25261,3,15,1997,2,OT,M,20.0,27.0,Onychomys,torridus,Rodent,Control
1407,25486,4,12,1997,2,OT,F,21.0,29.0,Onychomys,torridus,Rodent,Control
1408,25761,5,10,1997,2,OT,M,21.0,27.0,Onychomys,torridus,Rodent,Control
1409,25839,5,10,1997,2,OT,F,22.0,31.0,Onychomys,torridus,Rodent,Control
1410,25973,6,9,1997,2,OT,M,19.0,18.0,Onychomys,torridus,Rodent,Control
1411,26015,6,9,1997,2,OT,F,21.0,31.0,Onychomys,torridus,Rodent,Control
1412,26341,7,9,1997,2,OT,M,20.0,30.0,Onychomys,torridus,Rodent,Control
1413,26507,7,9,1997,2,OT,F,20.0,28.0,Onychomys,torridus,Rodent,Control
1414,26565,7,29,1997,2,OT,M,20.0,18.0,Onychomys,torridus,Rodent,Control
1415,26604,7,29,1997,2,OT,M,20.0,28.0,Onychomys,torridus,Rodent,Control
1416,26613,7,29,1997,2,OT,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1417,26808,9,27,1997,2,OT,F,21.0,34.0,Onychomys,torridus,Rodent,Control
1418,26842,9,27,1997,2,OT,M,21.0,26.0,Onychomys,torridus,Rodent,Control
1419,27192,11,22,1997,2,OT,F,21.0,24.0,Onychomys,torridus,Rodent,Control
1420,27221,11,22,1997,2,OT,M,21.0,22.0,Onychomys,torridus,Rodent,Control
1421,27323,12,28,1997,2,OT,M,20.0,22.0,Onychomys,torridus,Rodent,Control
