,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
157,29039,1,16,1999,2,NL,F,34.0,162.0,Neotoma,albigula,Rodent,Control
158,29310,3,14,1999,2,NL,F,32.0,153.0,Neotoma,albigula,Rodent,Control
159,29435,4,17,1999,2,NL,M,34.0,220.0,Neotoma,albigula,Rodent,Control
160,29572,5,15,1999,2,NL,F,33.0,154.0,Neotoma,albigula,Rodent,Control
161,29823,9,11,1999,2,NL,F,33.0,200.0,Neotoma,albigula,Rodent,Control
162,29865,10,9,1999,2,NL,F,32.0,194.0,Neotoma,albigula,Rodent,Control
163,29950,11,6,1999,2,NL,F,33.0,195.0,Neotoma,albigula,Rodent,Control
164,30066,12,5,1999,2,NL,F,33.0,131.0,Neotoma,albigula,Rodent,Control
165,30067,12,5,1999,2,NL,,,194.0,Neotoma,albigula,Rodent,Control
729,29036,1,16,1999,2,DM,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
730,29037,1,16,1999,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
731,29168,2,20,1999,2,DM,M,37.0,50.0,Dipodomys,merriami,Rodent,Control
732,29308,3,14,1999,2,DM,M,36.0,51.0,Dipodomys,merriami,Rodent,Control
733,29311,3,14,1999,2,DM,M,36.0,27.0,Dipodomys,merriami,Rodent,Control
734,29431,4,17,1999,2,DM,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
735,29434,4,17,1999,2,DM,F,36.0,31.0,Dipodomys,merriami,Rodent,Control
736,29577,5,15,1999,2,DM,M,37.0,46.0,Dipodomys,merriami,Rodent,Control
737,29704,6,12,1999,2,DM,F,34.0,42.0,Dipodomys,merriami,Rodent,Control
931,29035,1,16,1999,2,PE,M,20.0,18.0,Peromyscus,eremicus,Rodent,Control
1076,29038,1,16,1999,2,DS,F,51.0,136.0,Dipodomys,spectabilis,Rodent,Control
1077,29167,2,20,1999,2,DS,F,50.0,140.0,Dipodomys,spectabilis,Rodent,Control
1078,29313,3,14,1999,2,DS,F,52.0,153.0,Dipodomys,spectabilis,Rodent,Control
1079,29433,4,17,1999,2,DS,M,48.0,87.0,Dipodomys,spectabilis,Rodent,Control
1080,29436,4,17,1999,2,DS,F,51.0,131.0,Dipodomys,spectabilis,Rodent,Control
1081,29573,5,15,1999,2,DS,M,50.0,96.0,Dipodomys,spectabilis,Rodent,Control
1082,29706,6,12,1999,2,DS,M,49.0,102.0,Dipodomys,spectabilis,Rodent,Control
1187,29437,4,17,1999,2,PP,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Control
1188,29574,5,15,1999,2,PP,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1189,29576,5,15,1999,2,PP,M,22.0,29.0,Chaetodipus,penicillatus,Rodent,Control
1190,29702,6,12,1999,2,PP,M,21.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1191,29822,9,11,1999,2,PP,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1192,29862,10,9,1999,2,PP,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1193,29863,10,9,1999,2,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1194,29947,11,6,1999,2,PP,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1195,29948,11,6,1999,2,PP,F,22.0,12.0,Chaetodipus,penicillatus,Rodent,Control
