,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
102,15780,3,13,1989,2,NL,M,33.0,242.0,Neotoma,albigula,Rodent,Control
103,16407,7,30,1989,2,NL,F,33.0,97.0,Neotoma,albigula,Rodent,Control
558,16292,7,4,1989,2,DM,M,,46.0,Dipodomys,merriami,Rodent,Control
559,16377,7,30,1989,2,DM,F,37.0,51.0,Dipodomys,merriami,Rodent,Control
882,15431,1,11,1989,2,PE,M,21.0,22.0,Peromyscus,eremicus,Rodent,Control
883,15750,3,13,1989,2,PE,M,21.0,25.0,Peromyscus,eremicus,Rodent,Control
884,15772,3,13,1989,2,PE,F,21.0,25.0,Peromyscus,eremicus,Rodent,Control
885,15853,4,1,1989,2,PE,M,21.0,21.0,Peromyscus,eremicus,Rodent,Control
886,16498,10,7,1989,2,PE,M,21.0,21.0,Peromyscus,eremicus,Rodent,Control
887,16693,11,5,1989,2,PE,M,22.0,23.0,Peromyscus,eremicus,Rodent,Control
888,16709,11,5,1989,2,PE,F,21.0,25.0,Peromyscus,eremicus,Rodent,Control
889,16816,12,5,1989,2,PE,F,21.0,20.0,Peromyscus,eremicus,Rodent,Control
890,16847,12,5,1989,2,PE,F,22.0,25.0,Peromyscus,eremicus,Rodent,Control
1092,16400,7,30,1989,2,PP,M,24.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1093,16729,11,5,1989,2,PP,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1270,16298,7,4,1989,2,SH,M,,82.0,Sigmodon,hispidus,Rodent,Control
1271,16513,10,7,1989,2,SH,F,32.0,140.0,Sigmodon,hispidus,Rodent,Control
1272,16699,11,5,1989,2,SH,M,27.0,42.0,Sigmodon,hispidus,Rodent,Control
1346,15646,2,5,1989,2,OT,M,21.0,24.0,Onychomys,torridus,Rodent,Control
1347,16411,7,30,1989,2,OT,M,18.0,22.0,Onychomys,torridus,Rodent,Control
1348,16704,11,5,1989,2,OT,M,22.0,22.0,Onychomys,torridus,Rodent,Control
1349,16708,11,5,1989,2,OT,F,20.0,23.0,Onychomys,torridus,Rodent,Control
1350,16849,12,5,1989,2,OT,M,21.0,22.0,Onychomys,torridus,Rodent,Control
1591,15448,1,11,1989,2,DO,F,37.0,57.0,Dipodomys,ordii,Rodent,Control
1592,15482,1,11,1989,2,DO,M,37.0,57.0,Dipodomys,ordii,Rodent,Control
1593,15641,2,5,1989,2,DO,M,37.0,56.0,Dipodomys,ordii,Rodent,Control
1594,15644,2,5,1989,2,DO,F,36.0,54.0,Dipodomys,ordii,Rodent,Control
1595,15734,3,13,1989,2,DO,F,36.0,70.0,Dipodomys,ordii,Rodent,Control
1596,15755,3,13,1989,2,DO,M,36.0,58.0,Dipodomys,ordii,Rodent,Control
1597,15764,3,13,1989,2,DO,M,36.0,55.0,Dipodomys,ordii,Rodent,Control
1598,15873,4,1,1989,2,DO,M,37.0,54.0,Dipodomys,ordii,Rodent,Control
1599,16015,5,10,1989,2,DO,F,37.0,42.0,Dipodomys,ordii,Rodent,Control
1600,16023,5,10,1989,2,DO,M,37.0,56.0,Dipodomys,ordii,Rodent,Control
1601,16168,6,4,1989,2,DO,F,36.0,44.0,Dipodomys,ordii,Rodent,Control
1602,16182,6,4,1989,2,DO,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
1603,16286,7,4,1989,2,DO,F,,43.0,Dipodomys,ordii,Rodent,Control
1604,16311,7,4,1989,2,DO,M,,58.0,Dipodomys,ordii,Rodent,Control
1605,16374,7,30,1989,2,DO,F,36.0,48.0,Dipodomys,ordii,Rodent,Control
1606,16384,7,30,1989,2,DO,M,37.0,58.0,Dipodomys,ordii,Rodent,Control
1607,16412,7,30,1989,2,DO,F,36.0,43.0,Dipodomys,ordii,Rodent,Control
1608,16468,9,4,1989,2,DO,F,36.0,45.0,Dipodomys,ordii,Rodent,Control
1609,16472,9,4,1989,2,DO,M,38.0,56.0,Dipodomys,ordii,Rodent,Control
1610,16495,10,7,1989,2,DO,F,36.0,46.0,Dipodomys,ordii,Rodent,Control
1611,16510,10,7,1989,2,DO,M,37.0,58.0,Dipodomys,ordii,Rodent,Control
1612,16664,11,5,1989,2,DO,F,36.0,46.0,Dipodomys,ordii,Rodent,Control
1613,16712,11,5,1989,2,DO,M,38.0,59.0,Dipodomys,ordii,Rodent,Control
1614,16827,12,5,1989,2,DO,F,36.0,49.0,Dipodomys,ordii,Rodent,Control
1615,16845,12,5,1989,2,DO,M,36.0,62.0,Dipodomys,ordii,Rodent,Control
1799,16163,6,4,1989,2,SS,,,,Spermophilus,spilosoma,Rodent,Control
1800,16530,10,7,1989,2,SS,,,,Spermophilus,spilosoma,Rodent,Control
1852,15389,1,11,1989,2,OL,M,22.0,42.0,Onychomys,leucogaster,Rodent,Control
1853,15662,2,5,1989,2,OL,M,22.0,41.0,Onychomys,leucogaster,Rodent,Control
1854,15733,3,13,1989,2,OL,F,22.0,34.0,Onychomys,leucogaster,Rodent,Control
1855,15778,3,13,1989,2,OL,M,22.0,42.0,Onychomys,leucogaster,Rodent,Control
1856,15897,4,1,1989,2,OL,M,20.0,36.0,Onychomys,leucogaster,Rodent,Control
1885,15434,1,11,1989,2,RM,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1886,15592,2,5,1989,2,RM,M,19.0,11.0,Reithrodontomys,megalotis,Rodent,Control
1887,15598,2,5,1989,2,RM,F,19.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1888,15631,2,5,1989,2,RM,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1889,15746,3,13,1989,2,RM,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Control
1890,15761,3,13,1989,2,RM,F,17.0,14.0,Reithrodontomys,megalotis,Rodent,Control
1891,15775,3,13,1989,2,RM,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1892,15785,3,13,1989,2,RM,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1893,15894,4,1,1989,2,RM,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1985,15419,1,11,1989,2,AH,,,,Ammospermophilus,harrisi,Rodent,Control
2006,16382,7,30,1989,2,RF,F,17.0,16.0,Reithrodontomys,fulvescens,Rodent,Control
2253,15412,1,11,1989,3,NL,M,31.0,198.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2254,15589,2,5,1989,3,NL,M,33.0,197.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2255,15802,3,14,1989,3,NL,M,33.0,192.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2256,15845,4,1,1989,3,NL,M,33.0,196.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2257,16060,5,11,1989,3,NL,M,33.0,203.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2258,16462,9,4,1989,3,NL,M,34.0,208.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2259,16835,12,5,1989,3,NL,F,33.0,161.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2557,15407,1,11,1989,3,PE,F,21.0,25.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2558,15606,2,5,1989,3,PE,M,21.0,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2559,15619,2,5,1989,3,PE,F,21.0,26.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2560,15809,3,14,1989,3,PE,F,21.0,28.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2561,15814,3,14,1989,3,PE,M,21.0,25.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2562,15842,4,1,1989,3,PE,F,22.0,26.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
