,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
75,12299,2,1,1987,2,NL,M,32.0,253.0,Neotoma,albigula,Rodent,Control
76,12458,3,2,1987,2,NL,M,33.0,259.0,Neotoma,albigula,Rodent,Control
77,12602,4,6,1987,2,NL,M,34.0,260.0,Neotoma,albigula,Rodent,Control
78,12678,4,26,1987,2,NL,M,30.0,79.0,Neotoma,albigula,Rodent,Control
79,12708,4,26,1987,2,NL,F,28.0,72.0,Neotoma,albigula,Rodent,Control
80,12729,4,26,1987,2,NL,M,32.0,270.0,Neotoma,albigula,Rodent,Control
81,12756,5,28,1987,2,NL,F,30.0,99.0,Neotoma,albigula,Rodent,Control
82,12871,5,28,1987,2,NL,M,32.0,278.0,Neotoma,albigula,Rodent,Control
83,12997,7,1,1987,2,NL,F,30.0,136.0,Neotoma,albigula,Rodent,Control
84,13025,7,1,1987,2,NL,M,33.0,260.0,Neotoma,albigula,Rodent,Control
85,13114,7,26,1987,2,NL,M,,269.0,Neotoma,albigula,Rodent,Control
86,13275,8,26,1987,2,NL,M,,,Neotoma,albigula,Rodent,Control
87,13326,8,26,1987,2,NL,F,32.0,146.0,Neotoma,albigula,Rodent,Control
88,13434,9,27,1987,2,NL,M,33.0,197.0,Neotoma,albigula,Rodent,Control
89,13465,9,27,1987,2,NL,F,32.0,167.0,Neotoma,albigula,Rodent,Control
90,13476,9,27,1987,2,NL,F,33.0,146.0,Neotoma,albigula,Rodent,Control
91,13615,10,25,1987,2,NL,M,34.0,203.0,Neotoma,albigula,Rodent,Control
92,13630,10,25,1987,2,NL,F,30.0,176.0,Neotoma,albigula,Rodent,Control
93,13748,11,22,1987,2,NL,M,34.0,214.0,Neotoma,albigula,Rodent,Control
513,12234,2,1,1987,2,DM,M,32.0,45.0,Dipodomys,merriami,Rodent,Control
514,12249,2,1,1987,2,DM,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
515,12389,3,2,1987,2,DM,M,35.0,47.0,Dipodomys,merriami,Rodent,Control
516,12394,3,2,1987,2,DM,F,34.0,38.0,Dipodomys,merriami,Rodent,Control
517,12407,3,2,1987,2,DM,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
518,12419,3,2,1987,2,DM,M,35.0,49.0,Dipodomys,merriami,Rodent,Control
519,12439,3,2,1987,2,DM,M,36.0,40.0,Dipodomys,merriami,Rodent,Control
520,12533,4,6,1987,2,DM,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
521,12535,4,6,1987,2,DM,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
522,12545,4,6,1987,2,DM,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
523,12676,4,26,1987,2,DM,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
524,12764,5,28,1987,2,DM,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
525,12780,5,28,1987,2,DM,M,35.0,44.0,Dipodomys,merriami,Rodent,Control
526,12966,7,1,1987,2,DM,M,34.0,47.0,Dipodomys,merriami,Rodent,Control
527,12972,7,1,1987,2,DM,F,33.0,25.0,Dipodomys,merriami,Rodent,Control
528,13112,7,26,1987,2,DM,,,,Dipodomys,merriami,Rodent,Control
529,13145,7,26,1987,2,DM,F,,40.0,Dipodomys,merriami,Rodent,Control
530,13167,7,26,1987,2,DM,F,,32.0,Dipodomys,merriami,Rodent,Control
531,13267,8,26,1987,2,DM,F,37.0,44.0,Dipodomys,merriami,Rodent,Control
532,13481,9,27,1987,2,DM,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
533,13589,10,25,1987,2,DM,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
534,13757,11,22,1987,2,DM,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
535,13820,11,22,1987,2,DM,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
536,13822,11,22,1987,2,DM,M,35.0,38.0,Dipodomys,merriami,Rodent,Control
847,12280,2,1,1987,2,PE,M,20.0,23.0,Peromyscus,eremicus,Rodent,Control
848,12288,2,1,1987,2,PE,F,21.0,22.0,Peromyscus,eremicus,Rodent,Control
849,12459,3,2,1987,2,PE,F,22.0,27.0,Peromyscus,eremicus,Rodent,Control
850,12589,4,6,1987,2,PE,M,19.0,22.0,Peromyscus,eremicus,Rodent,Control
851,12731,4,26,1987,2,PE,M,21.0,21.0,Peromyscus,eremicus,Rodent,Control
852,13010,7,1,1987,2,PE,F,21.0,21.0,Peromyscus,eremicus,Rodent,Control
853,13103,7,26,1987,2,PE,F,,24.0,Peromyscus,eremicus,Rodent,Control
854,13148,7,26,1987,2,PE,M,,17.0,Peromyscus,eremicus,Rodent,Control
855,13309,8,26,1987,2,PE,M,14.0,19.0,Peromyscus,eremicus,Rodent,Control
856,13332,8,26,1987,2,PE,F,20.0,27.0,Peromyscus,eremicus,Rodent,Control
857,13463,9,27,1987,2,PE,M,20.0,20.0,Peromyscus,eremicus,Rodent,Control
858,13611,10,25,1987,2,PE,M,20.0,20.0,Peromyscus,eremicus,Rodent,Control
859,13780,11,22,1987,2,PE,M,21.0,22.0,Peromyscus,eremicus,Rodent,Control
860,13787,11,22,1987,2,PE,M,20.0,19.0,Peromyscus,eremicus,Rodent,Control
861,13791,11,22,1987,2,PE,M,19.0,20.0,Peromyscus,eremicus,Rodent,Control
862,13831,11,22,1987,2,PE,F,21.0,27.0,Peromyscus,eremicus,Rodent,Control
1052,12251,2,1,1987,2,DS,M,51.0,136.0,Dipodomys,spectabilis,Rodent,Control
1053,12404,3,2,1987,2,DS,M,50.0,131.0,Dipodomys,spectabilis,Rodent,Control
1054,12557,4,6,1987,2,DS,M,53.0,137.0,Dipodomys,spectabilis,Rodent,Control
1055,12688,4,26,1987,2,DS,M,52.0,134.0,Dipodomys,spectabilis,Rodent,Control
1056,12790,5,28,1987,2,DS,M,49.0,139.0,Dipodomys,spectabilis,Rodent,Control
1057,12981,7,1,1987,2,DS,M,52.0,130.0,Dipodomys,spectabilis,Rodent,Control
1058,13123,7,26,1987,2,DS,M,,130.0,Dipodomys,spectabilis,Rodent,Control
1059,13420,9,27,1987,2,DS,M,49.0,132.0,Dipodomys,spectabilis,Rodent,Control
1060,13587,10,25,1987,2,DS,M,50.0,128.0,Dipodomys,spectabilis,Rodent,Control
1089,13472,9,27,1987,2,PP,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1090,13475,9,27,1987,2,PP,F,23.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1091,13576,10,25,1987,2,PP,F,24.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1336,13484,9,27,1987,2,OT,M,20.0,24.0,Onychomys,torridus,Rodent,Control
1337,13607,10,25,1987,2,OT,M,21.0,23.0,Onychomys,torridus,Rodent,Control
