,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
121,20992,7,14,1993,2,NL,M,32.0,78.0,Neotoma,albigula,Rodent,Control
122,21113,9,16,1993,2,NL,M,,,Neotoma,albigula,Rodent,Control
123,21120,9,16,1993,2,NL,M,37.0,138.0,Neotoma,albigula,Rodent,Control
124,21161,10,15,1993,2,NL,M,32.0,148.0,Neotoma,albigula,Rodent,Control
125,21232,11,13,1993,2,NL,M,35.0,154.0,Neotoma,albigula,Rodent,Control
126,21235,11,13,1993,2,NL,M,34.0,160.0,Neotoma,albigula,Rodent,Control
127,21286,12,14,1993,2,NL,M,32.0,153.0,Neotoma,albigula,Rodent,Control
577,20856,5,22,1993,2,DM,F,36.0,55.0,Dipodomys,merriami,Rodent,Control
578,21167,10,15,1993,2,DM,M,35.0,34.0,Dipodomys,merriami,Rodent,Control
579,21215,11,13,1993,2,DM,M,36.0,39.0,Dipodomys,merriami,Rodent,Control
580,21223,11,13,1993,2,DM,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
581,21269,12,14,1993,2,DM,M,35.0,48.0,Dipodomys,merriami,Rodent,Control
582,21275,12,14,1993,2,DM,M,35.0,36.0,Dipodomys,merriami,Rodent,Control
583,21284,12,14,1993,2,DM,M,36.0,46.0,Dipodomys,merriami,Rodent,Control
798,21031,8,19,1993,2,PF,,,,Perognathus,flavus,Rodent,Control
907,20607,1,24,1993,2,PE,M,20.0,23.0,Peromyscus,eremicus,Rodent,Control
1386,20728,3,17,1993,2,OT,M,17.0,26.0,Onychomys,torridus,Rodent,Control
1702,20706,3,17,1993,2,DO,M,35.0,57.0,Dipodomys,ordii,Rodent,Control
1703,20778,4,23,1993,2,DO,F,36.0,54.0,Dipodomys,ordii,Rodent,Control
1704,20909,6,18,1993,2,DO,F,36.0,,Dipodomys,ordii,Rodent,Control
1705,20970,7,14,1993,2,DO,F,37.0,48.0,Dipodomys,ordii,Rodent,Control
1706,21097,9,16,1993,2,DO,F,38.0,53.0,Dipodomys,ordii,Rodent,Control
1707,21236,11,13,1993,2,DO,F,36.0,46.0,Dipodomys,ordii,Rodent,Control
1708,21294,12,14,1993,2,DO,F,36.0,42.0,Dipodomys,ordii,Rodent,Control
1865,21208,11,13,1993,2,OL,M,21.0,26.0,Onychomys,leucogaster,Rodent,Control
1911,20601,1,24,1993,2,RM,M,16.0,,Reithrodontomys,megalotis,Rodent,Control
1912,20602,1,24,1993,2,RM,F,,11.0,Reithrodontomys,megalotis,Rodent,Control
1913,20653,2,19,1993,2,RM,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1914,20719,3,17,1993,2,RM,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
2003,21160,10,15,1993,2,AB,,,,Amphispiza,bilineata,Bird,Control
2016,21053,8,19,1993,2,SO,M,28.0,,Sigmodon,ochrognathus,Rodent,Control
2017,21226,11,13,1993,2,SO,F,25.0,70.0,Sigmodon,ochrognathus,Rodent,Control
2270,20743,3,18,1993,3,NL,M,32.0,86.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2271,20746,3,18,1993,3,NL,F,38.0,93.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2272,20806,4,24,1993,3,NL,F,30.0,90.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2273,20808,4,24,1993,3,NL,F,31.0,83.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2274,20865,5,23,1993,3,NL,M,30.0,62.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2275,20940,6,19,1993,3,NL,M,30.0,41.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2276,21129,9,17,1993,3,NL,M,35.0,137.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2277,21180,10,16,1993,3,NL,M,,148.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2278,21184,10,16,1993,3,NL,M,32.0,144.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2279,21247,11,14,1993,3,NL,M,35.0,150.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2280,21299,12,15,1993,3,NL,M,32.0,161.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2354,21124,9,17,1993,3,DM,M,37.0,50.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2355,21126,9,17,1993,3,DM,F,38.0,52.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2356,21127,9,17,1993,3,DM,M,38.0,51.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
2759,20819,4,24,1993,3,PP,F,25.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2760,20867,5,23,1993,3,PP,M,26.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2761,20931,6,19,1993,3,PP,F,22.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2762,20936,6,19,1993,3,PP,F,21.0,11.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2763,20943,6,19,1993,3,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2764,20956,6,19,1993,3,PP,F,20.0,10.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2765,21004,7,15,1993,3,PP,F,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2766,21065,8,20,1993,3,PP,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2767,21128,9,17,1993,3,PP,F,17.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2768,21133,9,17,1993,3,PP,F,,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2769,21205,10,16,1993,3,PP,F,20.0,12.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
3326,20611,1,25,1993,3,OL,F,20.0,24.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
3327,20675,2,26,1993,3,OL,F,18.0,24.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
3508,20623,1,25,1993,3,RM,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3509,20670,2,26,1993,3,RM,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3510,20676,2,26,1993,3,RM,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3511,20741,3,18,1993,3,RM,M,18.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3512,20742,3,18,1993,3,RM,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3513,20810,4,24,1993,3,RM,F,17.0,15.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3514,21075,8,20,1993,3,RM,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3515,21136,9,17,1993,3,RM,F,16.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3516,21144,9,17,1993,3,RM,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3517,21201,10,16,1993,3,RM,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3518,21301,12,15,1993,3,RM,F,16.0,6.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3632,20688,2,26,1993,3,SF,F,26.0,61.0,Sigmodon,fulviventer,Rodent,Long-term Krat Exclosure
3650,20817,4,24,1993,3,SO,F,35.0,48.0,Sigmodon,ochrognathus,Rodent,Long-term Krat Exclosure
3651,20869,5,23,1993,3,SO,M,26.0,76.0,Sigmodon,ochrognathus,Rodent,Long-term Krat Exclosure
3652,21006,7,15,1993,3,SO,F,15.0,49.0,Sigmodon,ochrognathus,Rodent,Long-term Krat Exclosure
