,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
22,2406,1,16,1980,2,NL,F,33.0,184.0,Neotoma,albigula,Rodent,Control
23,2728,3,9,1980,2,NL,F,,,Neotoma,albigula,Rodent,Control
24,3000,5,18,1980,2,NL,F,31.0,87.0,Neotoma,albigula,Rodent,Control
25,3002,5,18,1980,2,NL,F,33.0,174.0,Neotoma,albigula,Rodent,Control
278,2338,1,16,1980,2,DM,F,36.0,46.0,Dipodomys,merriami,Rodent,Control
279,2339,1,16,1980,2,DM,F,35.0,37.0,Dipodomys,merriami,Rodent,Control
280,2340,1,16,1980,2,DM,F,34.0,42.0,Dipodomys,merriami,Rodent,Control
281,2372,1,16,1980,2,DM,F,36.0,37.0,Dipodomys,merriami,Rodent,Control
282,2400,1,16,1980,2,DM,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
283,2456,2,25,1980,2,DM,F,36.0,48.0,Dipodomys,merriami,Rodent,Control
284,2460,2,25,1980,2,DM,F,37.0,46.0,Dipodomys,merriami,Rodent,Control
285,2525,2,25,1980,2,DM,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
286,2555,3,9,1980,2,DM,M,,42.0,Dipodomys,merriami,Rodent,Control
287,2589,3,9,1980,2,DM,F,,46.0,Dipodomys,merriami,Rodent,Control
288,2600,3,9,1980,2,DM,F,,38.0,Dipodomys,merriami,Rodent,Control
289,2622,3,9,1980,2,DM,M,,43.0,Dipodomys,merriami,Rodent,Control
290,2631,3,9,1980,2,DM,M,,44.0,Dipodomys,merriami,Rodent,Control
291,2635,3,9,1980,2,DM,F,,52.0,Dipodomys,merriami,Rodent,Control
292,2643,3,9,1980,2,DM,M,,43.0,Dipodomys,merriami,Rodent,Control
293,2653,3,9,1980,2,DM,M,,51.0,Dipodomys,merriami,Rodent,Control
294,2662,3,9,1980,2,DM,M,,47.0,Dipodomys,merriami,Rodent,Control
295,2667,3,9,1980,2,DM,F,,46.0,Dipodomys,merriami,Rodent,Control
296,2692,3,9,1980,2,DM,M,,45.0,Dipodomys,merriami,Rodent,Control
297,2695,3,9,1980,2,DM,M,,45.0,Dipodomys,merriami,Rodent,Control
298,2701,3,9,1980,2,DM,F,,49.0,Dipodomys,merriami,Rodent,Control
299,2715,3,9,1980,2,DM,F,,50.0,Dipodomys,merriami,Rodent,Control
300,2740,3,9,1980,2,DM,F,,45.0,Dipodomys,merriami,Rodent,Control
301,2790,3,22,1980,2,DM,F,,59.0,Dipodomys,merriami,Rodent,Control
302,2814,3,22,1980,2,DM,F,,44.0,Dipodomys,merriami,Rodent,Control
303,2901,4,18,1980,2,DM,F,,53.0,Dipodomys,merriami,Rodent,Control
304,2902,4,18,1980,2,DM,M,,48.0,Dipodomys,merriami,Rodent,Control
305,2906,4,18,1980,2,DM,M,,43.0,Dipodomys,merriami,Rodent,Control
306,2975,5,18,1980,2,DM,M,35.0,43.0,Dipodomys,merriami,Rodent,Control
307,2981,5,18,1980,2,DM,F,36.0,56.0,Dipodomys,merriami,Rodent,Control
308,3033,6,2,1980,2,DM,F,,45.0,Dipodomys,merriami,Rodent,Control
309,3035,6,2,1980,2,DM,M,38.0,46.0,Dipodomys,merriami,Rodent,Control
310,3099,6,23,1980,2,DM,M,35.0,42.0,Dipodomys,merriami,Rodent,Control
311,3107,6,23,1980,2,DM,F,35.0,53.0,Dipodomys,merriami,Rodent,Control
312,3182,7,22,1980,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
313,3236,8,14,1980,2,DM,M,35.0,42.0,Dipodomys,merriami,Rodent,Control
314,3302,9,8,1980,2,DM,M,35.0,45.0,Dipodomys,merriami,Rodent,Control
315,3388,10,12,1980,2,DM,M,34.0,45.0,Dipodomys,merriami,Rodent,Control
316,3454,11,9,1980,2,DM,F,35.0,38.0,Dipodomys,merriami,Rodent,Control
317,3456,11,9,1980,2,DM,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
318,3525,11,9,1980,2,DM,M,34.0,42.0,Dipodomys,merriami,Rodent,Control
319,3547,12,15,1980,2,DM,M,34.0,48.0,Dipodomys,merriami,Rodent,Control
320,3550,12,15,1980,2,DM,F,37.0,46.0,Dipodomys,merriami,Rodent,Control
321,3564,12,15,1980,2,DM,M,35.0,49.0,Dipodomys,merriami,Rodent,Control
322,3566,12,15,1980,2,DM,M,34.0,47.0,Dipodomys,merriami,Rodent,Control
