,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
108,18364,2,16,1991,2,NL,F,33.0,185.0,Neotoma,albigula,Rodent,Control
109,18486,3,13,1991,2,NL,F,33.0,174.0,Neotoma,albigula,Rodent,Control
110,18639,4,21,1991,2,NL,F,33.0,126.0,Neotoma,albigula,Rodent,Control
111,18678,5,13,1991,2,NL,F,31.0,81.0,Neotoma,albigula,Rodent,Control
112,18680,5,13,1991,2,NL,F,33.0,185.0,Neotoma,albigula,Rodent,Control
113,18846,7,12,1991,2,NL,M,33.0,154.0,Neotoma,albigula,Rodent,Control
114,18948,8,7,1991,2,NL,M,32.0,178.0,Neotoma,albigula,Rodent,Control
115,19032,9,9,1991,2,NL,M,31.0,180.0,Neotoma,albigula,Rodent,Control
116,19245,11,13,1991,2,NL,F,36.0,165.0,Neotoma,albigula,Rodent,Control
567,18193,1,11,1991,2,DM,F,34.0,48.0,Dipodomys,merriami,Rodent,Control
568,18201,1,11,1991,2,DM,M,37.0,51.0,Dipodomys,merriami,Rodent,Control
569,18654,5,13,1991,2,DM,F,37.0,54.0,Dipodomys,merriami,Rodent,Control
570,18743,6,13,1991,2,DM,F,35.0,44.0,Dipodomys,merriami,Rodent,Control
571,18821,7,12,1991,2,DM,F,36.0,45.0,Dipodomys,merriami,Rodent,Control
572,19378,12,7,1991,2,DM,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
573,19427,12,7,1991,2,DM,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
893,19041,9,9,1991,2,PE,M,22.0,16.0,Peromyscus,eremicus,Rodent,Control
894,19394,12,7,1991,2,PE,F,20.0,20.0,Peromyscus,eremicus,Rodent,Control
895,19426,12,7,1991,2,PE,M,21.0,23.0,Peromyscus,eremicus,Rodent,Control
896,19429,12,7,1991,2,PE,F,19.0,20.0,Peromyscus,eremicus,Rodent,Control
1095,18646,4,21,1991,2,PP,M,20.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1096,18848,7,12,1991,2,PP,F,23.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1097,18920,8,7,1991,2,PP,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Control
1098,19038,9,9,1991,2,PP,F,23.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1099,19102,10,10,1991,2,PP,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1358,18228,1,11,1991,2,OT,M,20.0,22.0,Onychomys,torridus,Rodent,Control
