,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
117,20040,5,30,1992,2,NL,F,36.0,220.0,Neotoma,albigula,Rodent,Control
118,20089,7,3,1992,2,NL,F,21.0,130.0,Neotoma,albigula,Rodent,Control
119,20364,9,26,1992,2,NL,F,32.0,114.0,Neotoma,albigula,Rodent,Control
120,20466,10,18,1992,2,NL,F,33.0,135.0,Neotoma,albigula,Rodent,Control
574,19539,1,8,1992,2,DM,M,36.0,42.0,Dipodomys,merriami,Rodent,Control
575,19806,3,7,1992,2,DM,M,36.0,47.0,Dipodomys,merriami,Rodent,Control
576,19866,4,4,1992,2,DM,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
897,19562,1,8,1992,2,PE,M,19.0,22.0,Peromyscus,eremicus,Rodent,Control
898,19580,1,8,1992,2,PE,F,20.0,19.0,Peromyscus,eremicus,Rodent,Control
899,19657,2,6,1992,2,PE,M,20.0,22.0,Peromyscus,eremicus,Rodent,Control
900,19661,2,6,1992,2,PE,F,20.0,19.0,Peromyscus,eremicus,Rodent,Control
901,19671,2,6,1992,2,PE,M,20.0,21.0,Peromyscus,eremicus,Rodent,Control
902,19673,2,6,1992,2,PE,F,20.0,18.0,Peromyscus,eremicus,Rodent,Control
903,19800,3,7,1992,2,PE,M,19.0,23.0,Peromyscus,eremicus,Rodent,Control
904,19818,3,7,1992,2,PE,F,19.0,19.0,Peromyscus,eremicus,Rodent,Control
905,19895,4,4,1992,2,PE,F,21.0,21.0,Peromyscus,eremicus,Rodent,Control
906,20354,9,26,1992,2,PE,M,20.0,26.0,Peromyscus,eremicus,Rodent,Control
1100,19947,5,2,1992,2,PP,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Control
1101,19950,5,2,1992,2,PP,M,21.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1102,19965,5,2,1992,2,PP,,,,Chaetodipus,penicillatus,Rodent,Control
1103,20041,5,30,1992,2,PP,F,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1104,20243,8,29,1992,2,PP,M,20.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1378,19576,1,8,1992,2,OT,M,19.0,22.0,Onychomys,torridus,Rodent,Control
1379,19639,2,6,1992,2,OT,M,21.0,20.0,Onychomys,torridus,Rodent,Control
1380,20014,5,30,1992,2,OT,F,21.0,23.0,Onychomys,torridus,Rodent,Control
1381,20020,5,30,1992,2,OT,M,19.0,16.0,Onychomys,torridus,Rodent,Control
1382,20024,5,30,1992,2,OT,M,23.0,30.0,Onychomys,torridus,Rodent,Control
1383,20036,5,30,1992,2,OT,M,19.0,28.0,Onychomys,torridus,Rodent,Control
1384,20205,7,30,1992,2,OT,M,22.0,23.0,Onychomys,torridus,Rodent,Control
1385,20462,10,18,1992,2,OT,M,21.0,23.0,Onychomys,torridus,Rodent,Control
1673,19545,1,8,1992,2,DO,F,35.0,46.0,Dipodomys,ordii,Rodent,Control
1674,19552,1,8,1992,2,DO,M,35.0,47.0,Dipodomys,ordii,Rodent,Control
1675,19565,1,8,1992,2,DO,F,36.0,48.0,Dipodomys,ordii,Rodent,Control
1676,19640,2,6,1992,2,DO,F,34.0,46.0,Dipodomys,ordii,Rodent,Control
1677,19647,2,6,1992,2,DO,M,35.0,50.0,Dipodomys,ordii,Rodent,Control
1678,19659,2,6,1992,2,DO,F,36.0,52.0,Dipodomys,ordii,Rodent,Control
1679,19757,3,7,1992,2,DO,M,36.0,50.0,Dipodomys,ordii,Rodent,Control
1680,19759,3,7,1992,2,DO,F,36.0,46.0,Dipodomys,ordii,Rodent,Control
1681,19786,3,7,1992,2,DO,F,35.0,52.0,Dipodomys,ordii,Rodent,Control
1682,19863,4,4,1992,2,DO,F,35.0,51.0,Dipodomys,ordii,Rodent,Control
1683,19867,4,4,1992,2,DO,M,35.0,51.0,Dipodomys,ordii,Rodent,Control
1684,19893,4,4,1992,2,DO,F,36.0,55.0,Dipodomys,ordii,Rodent,Control
1685,19944,5,2,1992,2,DO,F,36.0,51.0,Dipodomys,ordii,Rodent,Control
1686,19953,5,2,1992,2,DO,M,36.0,53.0,Dipodomys,ordii,Rodent,Control
1687,19964,5,2,1992,2,DO,F,35.0,57.0,Dipodomys,ordii,Rodent,Control
1688,20033,5,30,1992,2,DO,F,36.0,62.0,Dipodomys,ordii,Rodent,Control
1689,20095,7,3,1992,2,DO,F,36.0,42.0,Dipodomys,ordii,Rodent,Control
1690,20109,7,3,1992,2,DO,F,33.0,48.0,Dipodomys,ordii,Rodent,Control
1691,20110,7,3,1992,2,DO,F,32.0,22.0,Dipodomys,ordii,Rodent,Control
1692,20182,7,30,1992,2,DO,F,35.0,37.0,Dipodomys,ordii,Rodent,Control
1693,20186,7,30,1992,2,DO,F,35.0,54.0,Dipodomys,ordii,Rodent,Control
1694,20201,7,30,1992,2,DO,M,33.0,32.0,Dipodomys,ordii,Rodent,Control
1695,20248,8,29,1992,2,DO,M,34.0,46.0,Dipodomys,ordii,Rodent,Control
1696,20257,8,29,1992,2,DO,M,33.0,43.0,Dipodomys,ordii,Rodent,Control
1697,20269,8,29,1992,2,DO,F,34.0,42.0,Dipodomys,ordii,Rodent,Control
1698,20334,9,26,1992,2,DO,F,35.0,52.0,Dipodomys,ordii,Rodent,Control
1699,20352,9,26,1992,2,DO,F,34.0,,Dipodomys,ordii,Rodent,Control
1700,20431,10,18,1992,2,DO,F,36.0,,Dipodomys,ordii,Rodent,Control
1701,20468,10,18,1992,2,DO,M,34.0,43.0,Dipodomys,ordii,Rodent,Control
1862,19658,2,6,1992,2,OL,M,21.0,23.0,Onychomys,leucogaster,Rodent,Control
1863,20370,9,26,1992,2,OL,F,18.0,24.0,Onychomys,leucogaster,Rodent,Control
1864,20444,10,18,1992,2,OL,F,19.0,31.0,Onychomys,leucogaster,Rodent,Control
1904,19579,1,8,1992,2,RM,F,14.0,8.0,Reithrodontomys,megalotis,Rodent,Control
1905,19666,2,6,1992,2,RM,F,17.0,8.0,Reithrodontomys,megalotis,Rodent,Control
1906,19676,2,6,1992,2,RM,M,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1907,19677,2,6,1992,2,RM,M,15.0,8.0,Reithrodontomys,megalotis,Rodent,Control
1908,19790,3,7,1992,2,RM,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1909,19793,3,7,1992,2,RM,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control
1910,19957,5,2,1992,2,RM,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1988,19547,1,8,1992,2,DX,,,,Dipodomys,sp.,Rodent,Control
1989,20446,10,18,1992,2,DX,,,,Dipodomys,sp.,Rodent,Control
2009,19952,5,2,1992,2,UL,,,,Lizard,sp.,Reptile,Control
2013,19655,2,6,1992,2,SO,F,26.0,51.0,Sigmodon,ochrognathus,Rodent,Control
2014,19961,5,2,1992,2,SO,F,30.0,82.0,Sigmodon,ochrognathus,Rodent,Control
2015,20267,8,29,1992,2,SO,F,25.0,15.0,Sigmodon,ochrognathus,Rodent,Control
2265,19593,1,9,1992,3,NL,F,32.0,166.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2266,19681,2,7,1992,3,NL,F,35.0,174.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2267,20051,5,31,1992,3,NL,F,30.0,70.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2268,20054,5,31,1992,3,NL,M,29.0,66.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2269,20055,5,31,1992,3,NL,F,29.0,75.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure
2496,19977,5,3,1992,3,PF,M,15.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
2497,20143,7,4,1992,3,PF,F,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure
2569,19594,1,9,1992,3,PE,F,17.0,20.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2570,19679,2,7,1992,3,PE,F,18.0,20.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2571,19692,2,7,1992,3,PE,M,20.0,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2572,19797,3,7,1992,3,PE,F,20.0,21.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
2735,19596,1,9,1992,3,PP,M,20.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2736,19695,2,7,1992,3,PP,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2737,19701,2,7,1992,3,PP,F,21.0,12.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2738,19763,3,7,1992,3,PP,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2739,19810,3,7,1992,3,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2740,19930,4,5,1992,3,PP,F,22.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2741,19932,4,5,1992,3,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2742,20001,5,3,1992,3,PP,F,23.0,26.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2743,20077,5,31,1992,3,PP,F,16.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2744,20117,7,4,1992,3,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2745,20147,7,4,1992,3,PP,F,21.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2746,20216,7,31,1992,3,PP,F,21.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2747,20223,7,31,1992,3,PP,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2748,20224,7,31,1992,3,PP,,,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2749,20232,7,31,1992,3,PP,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2750,20235,7,31,1992,3,PP,M,21.0,12.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2751,20291,8,30,1992,3,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2752,20299,8,30,1992,3,PP,,,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2753,20303,8,30,1992,3,PP,,,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2754,20307,8,30,1992,3,PP,F,22.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2755,20324,8,30,1992,3,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2756,20378,9,27,1992,3,PP,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2757,20385,9,27,1992,3,PP,F,22.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
2758,20477,10,19,1992,3,PP,M,21.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
3095,19688,2,7,1992,3,OT,M,22.0,24.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
3096,20153,7,4,1992,3,OT,M,20.0,16.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
3097,20388,9,27,1992,3,OT,M,17.0,24.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
3098,20518,10,19,1992,3,OT,M,19.0,25.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure
3324,20145,7,4,1992,3,OL,F,20.0,29.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
3325,20292,8,30,1992,3,OL,F,19.0,23.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
3498,19586,1,9,1992,3,RM,M,17.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3499,19702,2,7,1992,3,RM,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3500,19765,3,7,1992,3,RM,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3501,19808,3,7,1992,3,RM,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3502,19812,3,7,1992,3,RM,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3503,20053,5,31,1992,3,RM,M,17.0,13.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
3504,20150,7,4,1992,3,RM,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
