,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
134,24589,10,12,1996,2,NL,M,33.0,127.0,Neotoma,albigula,Rodent,Control
135,24690,11,16,1996,2,NL,F,33.0,130.0,Neotoma,albigula,Rodent,Control
136,24703,11,16,1996,2,NL,M,33.0,148.0,Neotoma,albigula,Rodent,Control
628,23220,1,27,1996,2,DM,F,36.0,47.0,Dipodomys,merriami,Rodent,Control
629,23225,1,27,1996,2,DM,M,40.0,54.0,Dipodomys,merriami,Rodent,Control
630,23234,1,27,1996,2,DM,F,35.0,45.0,Dipodomys,merriami,Rodent,Control
631,23237,1,27,1996,2,DM,M,35.0,46.0,Dipodomys,merriami,Rodent,Control
632,23243,1,27,1996,2,DM,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
633,23257,1,27,1996,2,DM,M,36.0,50.0,Dipodomys,merriami,Rodent,Control
634,23341,2,24,1996,2,DM,F,38.0,55.0,Dipodomys,merriami,Rodent,Control
635,23345,2,24,1996,2,DM,M,37.0,45.0,Dipodomys,merriami,Rodent,Control
636,23357,2,24,1996,2,DM,F,35.0,44.0,Dipodomys,merriami,Rodent,Control
637,23365,2,24,1996,2,DM,F,34.0,49.0,Dipodomys,merriami,Rodent,Control
638,23368,2,24,1996,2,DM,M,40.0,55.0,Dipodomys,merriami,Rodent,Control
639,23403,2,24,1996,2,DM,M,35.0,47.0,Dipodomys,merriami,Rodent,Control
640,23498,3,23,1996,2,DM,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
641,23519,3,23,1996,2,DM,F,36.0,48.0,Dipodomys,merriami,Rodent,Control
642,23522,3,23,1996,2,DM,F,37.0,49.0,Dipodomys,merriami,Rodent,Control
643,23549,3,23,1996,2,DM,M,38.0,44.0,Dipodomys,merriami,Rodent,Control
644,23565,3,23,1996,2,DM,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
645,23645,4,14,1996,2,DM,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
646,23650,4,14,1996,2,DM,F,34.0,26.0,Dipodomys,merriami,Rodent,Control
647,23687,4,14,1996,2,DM,M,40.0,56.0,Dipodomys,merriami,Rodent,Control
648,23703,4,14,1996,2,DM,F,36.0,49.0,Dipodomys,merriami,Rodent,Control
649,23895,5,23,1996,2,DM,M,35.0,41.0,Dipodomys,merriami,Rodent,Control
650,23899,5,23,1996,2,DM,M,38.0,53.0,Dipodomys,merriami,Rodent,Control
651,23902,5,23,1996,2,DM,F,37.0,55.0,Dipodomys,merriami,Rodent,Control
652,23904,5,23,1996,2,DM,F,36.0,49.0,Dipodomys,merriami,Rodent,Control
653,23922,5,23,1996,2,DM,M,40.0,54.0,Dipodomys,merriami,Rodent,Control
654,23929,5,23,1996,2,DM,F,35.0,47.0,Dipodomys,merriami,Rodent,Control
655,23936,5,23,1996,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
656,24027,6,13,1996,2,DM,M,40.0,53.0,Dipodomys,merriami,Rodent,Control
657,24045,6,13,1996,2,DM,F,36.0,41.0,Dipodomys,merriami,Rodent,Control
658,24197,7,20,1996,2,DM,F,30.0,46.0,Dipodomys,merriami,Rodent,Control
659,24292,8,14,1996,2,DM,F,35.0,47.0,Dipodomys,merriami,Rodent,Control
660,24306,8,14,1996,2,DM,M,36.0,40.0,Dipodomys,merriami,Rodent,Control
661,24393,9,21,1996,2,DM,F,33.0,26.0,Dipodomys,merriami,Rodent,Control
662,24396,9,21,1996,2,DM,M,35.0,28.0,Dipodomys,merriami,Rodent,Control
663,24407,9,21,1996,2,DM,F,35.0,42.0,Dipodomys,merriami,Rodent,Control
664,24443,9,21,1996,2,DM,M,36.0,42.0,Dipodomys,merriami,Rodent,Control
665,24537,10,12,1996,2,DM,M,38.0,45.0,Dipodomys,merriami,Rodent,Control
666,24546,10,12,1996,2,DM,M,38.0,50.0,Dipodomys,merriami,Rodent,Control
667,24549,10,12,1996,2,DM,M,34.0,36.0,Dipodomys,merriami,Rodent,Control
668,24553,10,12,1996,2,DM,F,35.0,48.0,Dipodomys,merriami,Rodent,Control
669,24681,11,16,1996,2,DM,M,35.0,42.0,Dipodomys,merriami,Rodent,Control
670,24682,11,16,1996,2,DM,M,36.0,41.0,Dipodomys,merriami,Rodent,Control
671,24694,11,16,1996,2,DM,M,38.0,42.0,Dipodomys,merriami,Rodent,Control
672,24822,12,18,1996,2,DM,M,35.0,45.0,Dipodomys,merriami,Rodent,Control
673,24844,12,18,1996,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent,Control
799,23912,5,23,1996,2,PF,M,17.0,8.0,Perognathus,flavus,Rodent,Control
908,23258,1,27,1996,2,PE,M,20.0,25.0,Peromyscus,eremicus,Rodent,Control
909,23260,1,27,1996,2,PE,F,20.0,25.0,Peromyscus,eremicus,Rodent,Control
910,23379,2,24,1996,2,PE,F,20.0,17.0,Peromyscus,eremicus,Rodent,Control
911,23393,2,24,1996,2,PE,M,22.0,24.0,Peromyscus,eremicus,Rodent,Control
912,23396,2,24,1996,2,PE,F,20.0,24.0,Peromyscus,eremicus,Rodent,Control
913,23399,2,24,1996,2,PE,F,20.0,19.0,Peromyscus,eremicus,Rodent,Control
914,23504,3,23,1996,2,PE,M,20.0,21.0,Peromyscus,eremicus,Rodent,Control
915,23547,3,23,1996,2,PE,F,20.0,18.0,Peromyscus,eremicus,Rodent,Control
916,23583,3,23,1996,2,PE,F,19.0,25.0,Peromyscus,eremicus,Rodent,Control
917,23598,3,23,1996,2,PE,M,20.0,25.0,Peromyscus,eremicus,Rodent,Control
918,23658,4,14,1996,2,PE,M,21.0,20.0,Peromyscus,eremicus,Rodent,Control
919,23716,4,14,1996,2,PE,F,19.0,25.0,Peromyscus,eremicus,Rodent,Control
920,23729,4,14,1996,2,PE,F,20.0,22.0,Peromyscus,eremicus,Rodent,Control
921,23944,5,23,1996,2,PE,F,20.0,24.0,Peromyscus,eremicus,Rodent,Control
922,23945,5,23,1996,2,PE,M,21.0,21.0,Peromyscus,eremicus,Rodent,Control
923,24711,11,16,1996,2,PE,M,22.0,24.0,Peromyscus,eremicus,Rodent,Control
924,24714,11,16,1996,2,PE,F,20.0,25.0,Peromyscus,eremicus,Rodent,Control
1135,23353,2,24,1996,2,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1136,23501,3,23,1996,2,PP,F,23.0,18.0,Chaetodipus,penicillatus,Rodent,Control
1137,23594,3,23,1996,2,PP,M,,24.0,Chaetodipus,penicillatus,Rodent,Control
1138,23676,4,14,1996,2,PP,F,23.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1139,23892,5,23,1996,2,PP,F,24.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1140,23913,5,23,1996,2,PP,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Control
1141,24039,6,13,1996,2,PP,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1142,24048,6,13,1996,2,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1143,24172,7,20,1996,2,PP,M,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1144,24185,7,20,1996,2,PP,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Control
1145,24217,7,20,1996,2,PP,M,23.0,12.0,Chaetodipus,penicillatus,Rodent,Control
1146,24307,8,14,1996,2,PP,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control
1147,24318,8,14,1996,2,PP,M,23.0,15.0,Chaetodipus,penicillatus,Rodent,Control
1148,24418,9,21,1996,2,PP,F,20.0,20.0,Chaetodipus,penicillatus,Rodent,Control
1149,24435,9,21,1996,2,PP,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Control
1397,24176,7,20,1996,2,OT,F,19.0,23.0,Onychomys,torridus,Rodent,Control
1398,24413,9,21,1996,2,OT,F,19.0,31.0,Onychomys,torridus,Rodent,Control
1399,24426,9,21,1996,2,OT,M,22.0,27.0,Onychomys,torridus,Rodent,Control
1400,24705,11,16,1996,2,OT,F,22.0,27.0,Onychomys,torridus,Rodent,Control
1401,24806,12,18,1996,2,OT,F,20.0,27.0,Onychomys,torridus,Rodent,Control
1402,24825,12,18,1996,2,OT,M,20.0,23.0,Onychomys,torridus,Rodent,Control
1728,23223,1,27,1996,2,DO,M,37.0,66.0,Dipodomys,ordii,Rodent,Control
1729,23242,1,27,1996,2,DO,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
1730,23388,2,24,1996,2,DO,M,35.0,49.0,Dipodomys,ordii,Rodent,Control
1731,24867,12,18,1996,2,DO,F,36.0,57.0,Dipodomys,ordii,Rodent,Control
1917,23381,2,24,1996,2,RM,M,16.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1918,23407,2,24,1996,2,RM,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Control
1919,23558,3,23,1996,2,RM,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Control
1920,23592,3,23,1996,2,RM,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Control
1921,23680,4,14,1996,2,RM,M,18.0,12.0,Reithrodontomys,megalotis,Rodent,Control
1922,24838,12,18,1996,2,RM,M,18.0,11.0,Reithrodontomys,megalotis,Rodent,Control
1923,24847,12,18,1996,2,RM,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Control
1961,23371,2,24,1996,2,PM,M,20.0,16.0,Peromyscus,maniculatus,Rodent,Control
1962,24861,12,18,1996,2,PM,M,21.0,21.0,Peromyscus,maniculatus,Rodent,Control
2020,23239,1,27,1996,2,PB,M,29.0,46.0,Chaetodipus,baileyi,Rodent,Control
2021,24052,6,13,1996,2,PB,M,26.0,26.0,Chaetodipus,baileyi,Rodent,Control
2022,24216,7,20,1996,2,PB,F,26.0,24.0,Chaetodipus,baileyi,Rodent,Control
2023,24423,9,21,1996,2,PB,M,26.0,36.0,Chaetodipus,baileyi,Rodent,Control
2024,24440,9,21,1996,2,PB,F,25.0,24.0,Chaetodipus,baileyi,Rodent,Control
2025,24452,9,21,1996,2,PB,M,25.0,32.0,Chaetodipus,baileyi,Rodent,Control
2026,24571,10,12,1996,2,PB,M,27.0,37.0,Chaetodipus,baileyi,Rodent,Control
2027,24579,10,12,1996,2,PB,M,26.0,26.0,Chaetodipus,baileyi,Rodent,Control
2028,24595,10,12,1996,2,PB,M,28.0,38.0,Chaetodipus,baileyi,Rodent,Control
2029,24692,11,16,1996,2,PB,M,28.0,30.0,Chaetodipus,baileyi,Rodent,Control
2030,24717,11,16,1996,2,PB,M,25.0,27.0,Chaetodipus,baileyi,Rodent,Control
2031,24794,12,18,1996,2,PB,M,27.0,34.0,Chaetodipus,baileyi,Rodent,Control
2032,24845,12,18,1996,2,PB,F,24.0,26.0,Chaetodipus,baileyi,Rodent,Control
