,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
94,13977,1,24,1988,2,NL,F,34.0,161.0,Neotoma,albigula,Rodent,Control
95,14646,6,12,1988,2,NL,F,34.0,148.0,Neotoma,albigula,Rodent,Control
96,14740,7,15,1988,2,NL,F,,,Neotoma,albigula,Rodent,Control
97,14796,8,10,1988,2,NL,M,34.0,188.0,Neotoma,albigula,Rodent,Control
98,14804,8,10,1988,2,NL,M,31.0,132.0,Neotoma,albigula,Rodent,Control
99,14896,9,12,1988,2,NL,M,34.0,161.0,Neotoma,albigula,Rodent,Control
100,14984,10,9,1988,2,NL,M,35.0,170.0,Neotoma,albigula,Rodent,Control
101,15302,12,14,1988,2,NL,M,35.0,248.0,Neotoma,albigula,Rodent,Control
537,13920,1,24,1988,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
538,13922,1,24,1988,2,DM,F,37.0,41.0,Dipodomys,merriami,Rodent,Control
539,13935,1,24,1988,2,DM,M,34.0,47.0,Dipodomys,merriami,Rodent,Control
540,14098,2,22,1988,2,DM,F,36.0,40.0,Dipodomys,merriami,Rodent,Control
541,14104,2,22,1988,2,DM,M,36.0,45.0,Dipodomys,merriami,Rodent,Control
542,14119,2,22,1988,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
543,14123,2,22,1988,2,DM,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
544,14134,2,22,1988,2,DM,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
545,14258,3,21,1988,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
546,14279,3,21,1988,2,DM,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
547,14322,3,21,1988,2,DM,M,38.0,48.0,Dipodomys,merriami,Rodent,Control
548,14423,4,19,1988,2,DM,F,37.0,44.0,Dipodomys,merriami,Rodent,Control
549,14491,5,15,1988,2,DM,F,37.0,48.0,Dipodomys,merriami,Rodent,Control
550,14540,5,15,1988,2,DM,M,36.0,48.0,Dipodomys,merriami,Rodent,Control
551,14603,6,12,1988,2,DM,F,38.0,41.0,Dipodomys,merriami,Rodent,Control
552,14697,7,15,1988,2,DM,F,37.0,42.0,Dipodomys,merriami,Rodent,Control
553,14787,8,9,1988,2,DM,M,37.0,41.0,Dipodomys,merriami,Rodent,Control
554,14794,8,10,1988,2,DM,M,35.0,24.0,Dipodomys,merriami,Rodent,Control
555,14797,8,10,1988,2,DM,F,32.0,40.0,Dipodomys,merriami,Rodent,Control
556,14889,9,12,1988,2,DM,M,37.0,35.0,Dipodomys,merriami,Rodent,Control
