,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
29,5180,1,1,1982,2,NL,M,,206.0,Neotoma,albigula,Rodent,Control
30,5299,1,25,1982,2,NL,F,32.0,165.0,Neotoma,albigula,Rodent,Control
31,5485,2,24,1982,2,NL,M,34.0,202.0,Neotoma,albigula,Rodent,Control
32,5558,3,29,1982,2,NL,M,33.0,211.0,Neotoma,albigula,Rodent,Control
33,5583,3,29,1982,2,NL,M,31.0,120.0,Neotoma,albigula,Rodent,Control
34,5966,5,22,1982,2,NL,F,32.0,40.0,Neotoma,albigula,Rodent,Control
35,6020,6,28,1982,2,NL,M,33.0,222.0,Neotoma,albigula,Rodent,Control
36,6023,6,28,1982,2,NL,F,30.0,100.0,Neotoma,albigula,Rodent,Control
37,6036,6,28,1982,2,NL,F,33.0,120.0,Neotoma,albigula,Rodent,Control
38,6167,7,25,1982,2,NL,M,,219.0,Neotoma,albigula,Rodent,Control
39,6479,8,16,1982,2,NL,F,31.0,112.0,Neotoma,albigula,Rodent,Control
40,6500,8,16,1982,2,NL,F,33.0,152.0,Neotoma,albigula,Rodent,Control
362,5167,1,1,1982,2,DM,M,35.0,45.0,Dipodomys,merriami,Rodent,Control
363,5288,1,25,1982,2,DM,M,35.0,44.0,Dipodomys,merriami,Rodent,Control
364,5483,2,24,1982,2,DM,M,34.0,44.0,Dipodomys,merriami,Rodent,Control
365,6006,6,28,1982,2,DM,F,35.0,32.0,Dipodomys,merriami,Rodent,Control
366,6184,7,25,1982,2,DM,M,,38.0,Dipodomys,merriami,Rodent,Control
367,6470,8,16,1982,2,DM,M,35.0,39.0,Dipodomys,merriami,Rodent,Control
368,6474,8,16,1982,2,DM,M,36.0,40.0,Dipodomys,merriami,Rodent,Control
369,6491,8,16,1982,2,DM,,,,Dipodomys,merriami,Rodent,Control
370,6520,9,18,1982,2,DM,M,37.0,40.0,Dipodomys,merriami,Rodent,Control
371,6523,9,18,1982,2,DM,F,36.0,38.0,Dipodomys,merriami,Rodent,Control
372,6528,9,18,1982,2,DM,M,34.0,45.0,Dipodomys,merriami,Rodent,Control
373,6549,9,18,1982,2,DM,F,34.0,33.0,Dipodomys,merriami,Rodent,Control
374,6553,9,18,1982,2,DM,M,36.0,40.0,Dipodomys,merriami,Rodent,Control
375,6824,10,24,1982,2,DM,M,37.0,43.0,Dipodomys,merriami,Rodent,Control
376,6832,10,24,1982,2,DM,M,37.0,40.0,Dipodomys,merriami,Rodent,Control
377,6837,10,24,1982,2,DM,F,35.0,36.0,Dipodomys,merriami,Rodent,Control
378,6842,10,24,1982,2,DM,M,34.0,42.0,Dipodomys,merriami,Rodent,Control
379,6889,10,24,1982,2,DM,F,36.0,37.0,Dipodomys,merriami,Rodent,Control
380,6939,10,24,1982,2,DM,M,37.0,44.0,Dipodomys,merriami,Rodent,Control
381,6944,10,24,1982,2,DM,M,38.0,43.0,Dipodomys,merriami,Rodent,Control
382,6945,10,24,1982,2,DM,F,36.0,39.0,Dipodomys,merriami,Rodent,Control
