,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
104,17230,2,25,1990,2,NL,M,33.0,218.0,Neotoma,albigula,Rodent,Control
105,17877,9,25,1990,2,NL,F,,176.0,Neotoma,albigula,Rodent,Control
106,17941,10,16,1990,2,NL,F,33.0,195.0,Neotoma,albigula,Rodent,Control
107,18110,12,15,1990,2,NL,F,33.0,193.0,Neotoma,albigula,Rodent,Control
560,17298,3,30,1990,2,DM,F,37.0,46.0,Dipodomys,merriami,Rodent,Control
561,17320,3,30,1990,2,DM,M,37.0,50.0,Dipodomys,merriami,Rodent,Control
562,17331,3,30,1990,2,DM,M,37.0,43.0,Dipodomys,merriami,Rodent,Control
563,17910,10,16,1990,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
564,17915,10,16,1990,2,DM,F,37.0,45.0,Dipodomys,merriami,Rodent,Control
565,17973,11,10,1990,2,DM,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
566,18096,12,15,1990,2,DM,F,36.0,44.0,Dipodomys,merriami,Rodent,Control
891,16955,1,7,1990,2,PE,F,21.0,22.0,Peromyscus,eremicus,Rodent,Control
892,17085,1,30,1990,2,PE,F,22.0,20.0,Peromyscus,eremicus,Rodent,Control
1094,17870,9,25,1990,2,PP,M,,18.0,Chaetodipus,penicillatus,Rodent,Control
1273,17327,3,30,1990,2,SH,M,30.0,69.0,Sigmodon,hispidus,Rodent,Control
1351,16961,1,7,1990,2,OT,F,20.0,23.0,Onychomys,torridus,Rodent,Control
1352,17545,5,24,1990,2,OT,F,20.0,25.0,Onychomys,torridus,Rodent,Control
1353,17918,10,16,1990,2,OT,F,22.0,24.0,Onychomys,torridus,Rodent,Control
1354,17997,11,10,1990,2,OT,M,20.0,22.0,Onychomys,torridus,Rodent,Control
1355,18000,11,10,1990,2,OT,F,20.0,20.0,Onychomys,torridus,Rodent,Control
1356,18094,12,15,1990,2,OT,F,21.0,26.0,Onychomys,torridus,Rodent,Control
1357,18117,12,15,1990,2,OT,M,21.0,22.0,Onychomys,torridus,Rodent,Control
1616,16960,1,7,1990,2,DO,M,38.0,61.0,Dipodomys,ordii,Rodent,Control
1617,16965,1,7,1990,2,DO,F,36.0,43.0,Dipodomys,ordii,Rodent,Control
1618,17052,1,30,1990,2,DO,F,35.0,30.0,Dipodomys,ordii,Rodent,Control
1619,17070,1,30,1990,2,DO,F,36.0,29.0,Dipodomys,ordii,Rodent,Control
1620,17076,1,30,1990,2,DO,M,38.0,60.0,Dipodomys,ordii,Rodent,Control
1621,17178,2,25,1990,2,DO,F,36.0,36.0,Dipodomys,ordii,Rodent,Control
1622,17205,2,25,1990,2,DO,M,37.0,62.0,Dipodomys,ordii,Rodent,Control
1623,17323,3,30,1990,2,DO,F,36.0,48.0,Dipodomys,ordii,Rodent,Control
1624,17334,3,30,1990,2,DO,M,36.0,54.0,Dipodomys,ordii,Rodent,Control
1625,17345,3,30,1990,2,DO,M,36.0,58.0,Dipodomys,ordii,Rodent,Control
1626,17415,4,25,1990,2,DO,F,36.0,45.0,Dipodomys,ordii,Rodent,Control
1627,17418,4,25,1990,2,DO,M,36.0,58.0,Dipodomys,ordii,Rodent,Control
1628,17518,5,24,1990,2,DO,F,36.0,49.0,Dipodomys,ordii,Rodent,Control
1629,17527,5,24,1990,2,DO,M,37.0,58.0,Dipodomys,ordii,Rodent,Control
1630,17622,6,22,1990,2,DO,F,36.0,42.0,Dipodomys,ordii,Rodent,Control
