,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
7,506,1,8,1978,2,NL,,,,Neotoma,albigula,Rodent,Control
8,588,2,18,1978,2,NL,M,,218.0,Neotoma,albigula,Rodent,Control
9,661,3,11,1978,2,NL,,,,Neotoma,albigula,Rodent,Control
10,748,4,8,1978,2,NL,,,,Neotoma,albigula,Rodent,Control
11,845,5,6,1978,2,NL,M,32.0,204.0,Neotoma,albigula,Rodent,Control
12,990,6,9,1978,2,NL,M,,200.0,Neotoma,albigula,Rodent,Control
13,1164,8,5,1978,2,NL,M,34.0,199.0,Neotoma,albigula,Rodent,Control
14,1261,9,4,1978,2,NL,M,32.0,197.0,Neotoma,albigula,Rodent,Control
15,1374,10,8,1978,2,NL,,,,Neotoma,albigula,Rodent,Control
16,1453,11,5,1978,2,NL,M,,218.0,Neotoma,albigula,Rodent,Control
218,507,1,8,1978,2,DM,M,35.0,44.0,Dipodomys,merriami,Rodent,Control
219,511,1,8,1978,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
220,518,1,8,1978,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent,Control
221,519,1,8,1978,2,DM,M,38.0,48.0,Dipodomys,merriami,Rodent,Control
222,521,1,8,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
223,522,1,8,1978,2,DM,F,37.0,35.0,Dipodomys,merriami,Rodent,Control
224,523,1,8,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
225,527,1,8,1978,2,DM,F,37.0,37.0,Dipodomys,merriami,Rodent,Control
226,533,1,8,1978,2,DM,M,,45.0,Dipodomys,merriami,Rodent,Control
227,593,2,18,1978,2,DM,M,38.0,52.0,Dipodomys,merriami,Rodent,Control
228,595,2,18,1978,2,DM,M,37.0,51.0,Dipodomys,merriami,Rodent,Control
229,600,2,18,1978,2,DM,F,37.0,40.0,Dipodomys,merriami,Rodent,Control
230,601,2,18,1978,2,DM,M,36.0,41.0,Dipodomys,merriami,Rodent,Control
231,660,3,11,1978,2,DM,M,37.0,53.0,Dipodomys,merriami,Rodent,Control
232,664,3,11,1978,2,DM,M,35.0,43.0,Dipodomys,merriami,Rodent,Control
233,733,4,8,1978,2,DM,M,33.0,,Dipodomys,merriami,Rodent,Control
234,754,4,8,1978,2,DM,M,37.0,,Dipodomys,merriami,Rodent,Control
235,757,4,8,1978,2,DM,F,,,Dipodomys,merriami,Rodent,Control
236,764,4,8,1978,2,DM,M,35.0,,Dipodomys,merriami,Rodent,Control
237,838,5,6,1978,2,DM,M,37.0,48.0,Dipodomys,merriami,Rodent,Control
238,842,5,6,1978,2,DM,F,38.0,41.0,Dipodomys,merriami,Rodent,Control
239,849,5,6,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
240,914,5,19,1978,2,DM,F,,41.0,Dipodomys,merriami,Rodent,Control
241,924,5,19,1978,2,DM,M,37.0,49.0,Dipodomys,merriami,Rodent,Control
242,930,5,19,1978,2,DM,M,36.0,44.0,Dipodomys,merriami,Rodent,Control
243,1018,6,9,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent,Control
244,1061,7,7,1978,2,DM,F,38.0,46.0,Dipodomys,merriami,Rodent,Control
245,1062,7,7,1978,2,DM,F,37.0,43.0,Dipodomys,merriami,Rodent,Control
246,1159,8,5,1978,2,DM,F,36.0,31.0,Dipodomys,merriami,Rodent,Control
247,1183,8,5,1978,2,DM,F,37.0,47.0,Dipodomys,merriami,Rodent,Control
248,1269,9,4,1978,2,DM,F,38.0,41.0,Dipodomys,merriami,Rodent,Control
249,1272,9,4,1978,2,DM,F,36.0,42.0,Dipodomys,merriami,Rodent,Control
250,1277,9,4,1978,2,DM,F,38.0,47.0,Dipodomys,merriami,Rodent,Control
251,1370,10,8,1978,2,DM,F,36.0,39.0,Dipodomys,merriami,Rodent,Control
252,1382,10,8,1978,2,DM,F,38.0,42.0,Dipodomys,merriami,Rodent,Control
253,1461,11,5,1978,2,DM,F,36.0,38.0,Dipodomys,merriami,Rodent,Control
254,1469,11,5,1978,2,DM,F,38.0,41.0,Dipodomys,merriami,Rodent,Control
255,1519,12,3,1978,2,DM,M,38.0,46.0,Dipodomys,merriami,Rodent,Control
256,1529,12,3,1978,2,DM,M,38.0,38.0,Dipodomys,merriami,Rodent,Control
257,1534,12,3,1978,2,DM,F,37.0,40.0,Dipodomys,merriami,Rodent,Control
258,1535,12,3,1978,2,DM,F,38.0,43.0,Dipodomys,merriami,Rodent,Control
259,1539,12,3,1978,2,DM,M,36.0,49.0,Dipodomys,merriami,Rodent,Control
781,532,1,8,1978,2,PF,F,,7.0,Perognathus,flavus,Rodent,Control
782,590,2,18,1978,2,PF,F,16.0,7.0,Perognathus,flavus,Rodent,Control
783,650,3,11,1978,2,PF,F,15.0,7.0,Perognathus,flavus,Rodent,Control
784,652,3,11,1978,2,PF,M,14.0,8.0,Perognathus,flavus,Rodent,Control
785,833,5,6,1978,2,PF,M,14.0,8.0,Perognathus,flavus,Rodent,Control
786,995,6,9,1978,2,PF,M,16.0,8.0,Perognathus,flavus,Rodent,Control
